profile_id,worker_id,raw_description,embedding,created_at
2815,2815,Experienced cloth stitching with 9 years of experience. Speaks English. Available to travel up to 14 km. Current rating is 4.11.,,2025-03-22
2816,2816,Experienced washing machine repair with 16 years of experience. Speaks Malayalam. Available to travel up to 33 km. Current rating is 4.37.,,2025-05-15
2817,2817,Experienced washing machine repair with 12 years of experience. Speaks Telugu. Available to travel up to 6 km. Current rating is 4.82.,,2025-09-08
2818,2818,Experienced house cleaning with 17 years of experience. Speaks Malayalam. Available to travel up to 11 km. Current rating is 4.19.,,2025-02-23
2819,2819,Experienced microwave repair with 18 years of experience. Speaks Kannada. Available to travel up to 5 km. Current rating is 4.03.,,2025-11-19
2820,2820,Experienced house cleaning with 3 years of experience. Speaks Malayalam. Available to travel up to 25 km. Current rating is 3.66.,,2025-03-24
2821,2821,Experienced fan installation with 6 years of experience. Speaks Hindi. Available to travel up to 35 km. Current rating is 4.97.,,2025-10-02
2822,2822,Experienced tree trimming with 13 years of experience. Speaks Kannada. Available to travel up to 31 km. Current rating is 4.56.,,2025-12-07
2823,2823,Experienced washing machine repair with 16 years of experience. Speaks English. Available to travel up to 40 km. Current rating is 3.97.,,2025-05-23
2824,2824,Experienced kitchen cleaning with 17 years of experience. Speaks Tamil. Available to travel up to 12 km. Current rating is 4.9.,,2025-10-30
2825,2825,Experienced tailor with 3 years of experience. Speaks Kannada. Available to travel up to 13 km. Current rating is 3.98.,,2025-02-07
2826,2826,Experienced electrician with 10 years of experience. Speaks Hindi. Available to travel up to 46 km. Current rating is 3.97.,,2025-06-29
2827,2827,Experienced deep cleaning with 8 years of experience. Speaks Telugu. Available to travel up to 17 km. Current rating is 3.96.,,2025-06-12
2828,2828,Experienced movers with 4 years of experience. Speaks Kannada. Available to travel up to 23 km. Current rating is 3.59.,,2025-02-26
2829,2829,Experienced ac technician with 18 years of experience. Speaks Kannada. Available to travel up to 13 km. Current rating is 4.63.,,2025-12-13
2830,2830,Experienced switch repair with 4 years of experience. Speaks Malayalam. Available to travel up to 8 km. Current rating is 4.79.,,2025-08-28
2831,2831,Experienced house wiring with 1 years of experience. Speaks Tamil. Available to travel up to 47 km. Current rating is 3.63.,,2025-12-13
2832,2832,Experienced plumber with 8 years of experience. Speaks Tamil. Available to travel up to 22 km. Current rating is 3.83.,,2025-10-13
2833,2833,Experienced painter with 2 years of experience. Speaks Tamil. Available to travel up to 25 km. Current rating is 3.55.,,2025-01-13
2834,2834,Experienced interior painting with 7 years of experience. Speaks Malayalam. Available to travel up to 15 km. Current rating is 3.8.,,2025-02-21
2835,2835,Experienced brick work with 16 years of experience. Speaks Hindi. Available to travel up to 38 km. Current rating is 4.35.,,2025-02-21
2836,2836,Experienced deep cleaning with 0 years of experience. Speaks Malayalam. Available to travel up to 35 km. Current rating is 4.35.,,2025-01-03
2837,2837,Experienced cloth stitching with 9 years of experience. Speaks Hindi. Available to travel up to 14 km. Current rating is 4.21.,,2025-02-16
2838,2838,Experienced refrigerator repair with 3 years of experience. Speaks English. Available to travel up to 12 km. Current rating is 4.3.,,2025-01-09
2839,2839,Experienced concrete work with 0 years of experience. Speaks Kannada. Available to travel up to 28 km. Current rating is 3.96.,,2025-04-14
2840,2840,Experienced tv repair with 10 years of experience. Speaks Malayalam. Available to travel up to 46 km. Current rating is 4.73.,,2025-05-24
2841,2841,Experienced light installation with 15 years of experience. Speaks Kannada. Available to travel up to 7 km. Current rating is 4.92.,,2025-12-01
2842,2842,Experienced switch repair with 3 years of experience. Speaks Kannada. Available to travel up to 31 km. Current rating is 4.85.,,2025-01-17
2843,2843,Experienced interior painting with 14 years of experience. Speaks Hindi. Available to travel up to 40 km. Current rating is 3.65.,,2025-05-06
2844,2844,Experienced leak detection with 11 years of experience. Speaks English. Available to travel up to 27 km. Current rating is 4.99.,,2025-08-07
2845,2845,Experienced ac technician with 3 years of experience. Speaks Kannada. Available to travel up to 32 km. Current rating is 4.5.,,2025-01-10
2846,2846,Experienced lawn maintenance with 13 years of experience. Speaks Hindi. Available to travel up to 35 km. Current rating is 4.28.,,2025-09-21
2847,2847,Experienced hair stylist with 13 years of experience. Speaks English. Available to travel up to 15 km. Current rating is 4.11.,,2025-04-05
2848,2848,Experienced refrigerator repair with 17 years of experience. Speaks Hindi. Available to travel up to 17 km. Current rating is 4.32.,,2025-06-18
2849,2849,Experienced beautician with 17 years of experience. Speaks English. Available to travel up to 22 km. Current rating is 4.91.,,2025-08-04
2850,2850,Experienced light installation with 18 years of experience. Speaks Telugu. Available to travel up to 15 km. Current rating is 3.95.,,2025-11-20
2851,2851,Experienced ac installation with 6 years of experience. Speaks Malayalam. Available to travel up to 40 km. Current rating is 4.74.,,2025-11-08
2852,2852,Experienced makeup artist with 5 years of experience. Speaks Telugu. Available to travel up to 33 km. Current rating is 4.49.,,2025-08-13
2853,2853,Experienced switch repair with 18 years of experience. Speaks Kannada. Available to travel up to 21 km. Current rating is 3.84.,,2025-06-19
2854,2854,Experienced kitchen cleaning with 14 years of experience. Speaks Malayalam. Available to travel up to 50 km. Current rating is 4.37.,,2025-08-04
2855,2855,Experienced alteration with 6 years of experience. Speaks Malayalam. Available to travel up to 41 km. Current rating is 3.63.,,2025-10-25
2856,2856,Experienced tailor with 3 years of experience. Speaks Malayalam. Available to travel up to 25 km. Current rating is 4.48.,,2025-10-23
2857,2857,Experienced exterior painting with 19 years of experience. Speaks Telugu. Available to travel up to 26 km. Current rating is 3.65.,,2025-12-17
2858,2858,Experienced makeup artist with 1 years of experience. Speaks Tamil. Available to travel up to 25 km. Current rating is 4.25.,,2025-04-16
2859,2859,Experienced switch repair with 16 years of experience. Speaks Malayalam. Available to travel up to 15 km. Current rating is 4.25.,,2025-07-27
2860,2860,Experienced furniture assembly with 3 years of experience. Speaks Malayalam. Available to travel up to 10 km. Current rating is 4.84.,,2025-10-10
2861,2861,Experienced gardener with 1 years of experience. Speaks Malayalam. Available to travel up to 48 km. Current rating is 4.51.,,2025-12-10
2862,2862,Experienced tailor with 4 years of experience. Speaks Telugu. Available to travel up to 12 km. Current rating is 3.65.,,2025-02-01
2863,2863,Experienced bathroom fitting with 1 years of experience. Speaks Tamil. Available to travel up to 44 km. Current rating is 3.73.,,2025-08-02
2864,2864,Experienced lawn maintenance with 16 years of experience. Speaks Kannada. Available to travel up to 16 km. Current rating is 4.17.,,2025-08-22
2865,2865,Experienced alteration with 8 years of experience. Speaks English. Available to travel up to 18 km. Current rating is 4.17.,,2025-07-13
2866,2866,Experienced driver with 5 years of experience. Speaks English. Available to travel up to 13 km. Current rating is 4.09.,,2025-03-27
2867,2867,Experienced tv repair with 2 years of experience. Speaks Malayalam. Available to travel up to 7 km. Current rating is 3.78.,,2025-04-22
2868,2868,Experienced movers with 14 years of experience. Speaks Telugu. Available to travel up to 33 km. Current rating is 4.11.,,2025-12-12
2869,2869,Experienced bathroom fitting with 5 years of experience. Speaks English. Available to travel up to 44 km. Current rating is 4.34.,,2025-09-06
2870,2870,Experienced house cleaning with 3 years of experience. Speaks Tamil. Available to travel up to 12 km. Current rating is 4.08.,,2025-04-21
2871,2871,Experienced cloth stitching with 13 years of experience. Speaks Hindi. Available to travel up to 23 km. Current rating is 4.18.,,2025-02-10
2872,2872,Experienced refrigerator repair with 7 years of experience. Speaks English. Available to travel up to 29 km. Current rating is 4.31.,,2025-11-18
2873,2873,Experienced tree trimming with 12 years of experience. Speaks English. Available to travel up to 37 km. Current rating is 4.6.,,2025-09-10
2874,2874,Experienced tailor with 12 years of experience. Speaks Kannada. Available to travel up to 20 km. Current rating is 3.9.,,2025-05-14
2875,2875,Experienced washing machine repair with 11 years of experience. Speaks Tamil. Available to travel up to 50 km. Current rating is 3.53.,,2025-06-28
2876,2876,Experienced pipe repair with 19 years of experience. Speaks Malayalam. Available to travel up to 50 km. Current rating is 4.11.,,2025-11-20
2877,2877,Experienced light installation with 3 years of experience. Speaks Telugu. Available to travel up to 5 km. Current rating is 4.91.,,2025-07-12
2878,2878,Experienced ac installation with 3 years of experience. Speaks Telugu. Available to travel up to 46 km. Current rating is 4.76.,,2025-07-14
2879,2879,Experienced painter with 5 years of experience. Speaks Telugu. Available to travel up to 50 km. Current rating is 4.95.,,2025-02-28
2880,2880,Experienced gardener with 9 years of experience. Speaks Kannada. Available to travel up to 38 km. Current rating is 3.6.,,2025-03-15
2881,2881,Experienced exterior painting with 18 years of experience. Speaks English. Available to travel up to 9 km. Current rating is 3.93.,,2025-12-20
2882,2882,Experienced lawn maintenance with 18 years of experience. Speaks English. Available to travel up to 31 km. Current rating is 3.64.,,2025-10-19
2883,2883,Experienced switch repair with 12 years of experience. Speaks Kannada. Available to travel up to 39 km. Current rating is 4.47.,,2025-09-22
2884,2884,Experienced tile installation with 14 years of experience. Speaks English. Available to travel up to 22 km. Current rating is 4.81.,,2025-06-10
2885,2885,Experienced switch repair with 12 years of experience. Speaks Telugu. Available to travel up to 12 km. Current rating is 3.89.,,2025-04-29
2886,2886,Experienced security guard with 7 years of experience. Speaks Telugu. Available to travel up to 36 km. Current rating is 4.73.,,2025-09-24
2887,2887,Experienced plumber with 5 years of experience. Speaks Tamil. Available to travel up to 46 km. Current rating is 4.97.,,2025-07-19
2888,2888,Experienced beautician with 7 years of experience. Speaks Kannada. Available to travel up to 32 km. Current rating is 4.53.,,2025-05-16
2889,2889,Experienced door repair with 8 years of experience. Speaks Tamil. Available to travel up to 45 km. Current rating is 4.96.,,2025-04-19
2890,2890,Experienced bathroom fitting with 6 years of experience. Speaks Kannada. Available to travel up to 50 km. Current rating is 4.32.,,2025-09-20
2891,2891,Experienced painter with 16 years of experience. Speaks Hindi. Available to travel up to 5 km. Current rating is 4.48.,,2025-03-12
2892,2892,Experienced movers with 11 years of experience. Speaks Kannada. Available to travel up to 9 km. Current rating is 3.85.,,2025-04-23
2893,2893,Experienced catering with 0 years of experience. Speaks Tamil. Available to travel up to 40 km. Current rating is 4.96.,,2025-04-05
2894,2894,Experienced cook with 8 years of experience. Speaks Hindi. Available to travel up to 28 km. Current rating is 4.31.,,2025-07-20
