job_id,employer_id,title,description,budget,status,location_id,posted_at
1359,30,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,2945,Open,387,2025-02-22
1360,245,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,2876,Open,385,2025-01-29
1361,405,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,5888,Open,267,2025-10-20
1362,381,Need Catering,Looking for an experienced catering to provide cooking services.,8369,Assigned,609,2025-02-23
1363,355,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,6203,Open,664,2025-05-14
1364,111,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,2671,Open,349,2025-04-28
1365,270,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,5580,Cancelled,143,2025-05-03
1366,57,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,9010,Open,61,2025-11-08
1367,468,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,4897,Completed,343,2025-07-29
1368,288,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,6346,Completed,608,2025-03-29
1369,59,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,4129,Open,425,2025-01-27
1370,383,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,9072,Open,725,2025-01-29
1371,337,Need Electrician,Looking for an experienced electrician to provide electrical services.,6172,Open,534,2025-07-20
1372,19,Need Painter,Looking for an experienced painter to provide painting services.,7353,Open,450,2025-04-29
1373,462,Need Mason,Looking for an experienced mason to provide construction services.,1177,Completed,211,2025-10-13
1374,78,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,9317,Assigned,340,2025-05-21
1375,82,Need Catering,Looking for an experienced catering to provide cooking services.,8342,Open,627,2025-09-08
1376,310,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,9772,Open,362,2025-12-03
1377,325,Need Catering,Looking for an experienced catering to provide cooking services.,4603,Completed,269,2025-03-13
1378,390,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,7369,Open,220,2025-08-04
1379,466,Need Painter,Looking for an experienced painter to provide painting services.,913,Completed,246,2025-04-15
1380,301,Need Packers,Looking for an experienced packers to provide moving services services.,3757,Cancelled,619,2025-07-19
1381,107,Need Brick Work,Looking for an experienced brick work to provide construction services.,3703,Completed,530,2025-02-21
1382,159,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,2414,Open,539,2025-07-08
1383,411,Need Tailor,Looking for an experienced tailor to provide tailoring services.,8459,Open,590,2025-09-02
1384,110,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,3901,Assigned,711,2025-11-28
1385,215,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,7891,Completed,198,2025-08-25
1386,489,Need Cook,Looking for an experienced cook to provide cooking services.,8796,Assigned,762,2025-12-08
1387,235,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,9895,Open,382,2025-05-22
1388,133,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,9005,Open,8,2025-09-15
1389,101,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,508,Assigned,240,2025-05-03
1390,220,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,3906,Open,164,2025-09-02
1391,428,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,8914,Open,605,2025-05-24
1392,127,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,6249,Open,783,2025-01-03
1393,181,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,2447,Open,613,2025-07-03
1394,367,Need Plumber,Looking for an experienced plumber to provide plumbing services.,2489,Open,361,2025-09-17
1395,56,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,6025,Open,721,2025-07-14
1396,96,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,9506,Open,207,2025-01-16
1397,127,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,2202,Open,747,2025-08-17
1398,308,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,3331,Completed,710,2025-11-01
1399,191,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,1859,Open,746,2025-10-27
1400,204,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,3458,Assigned,633,2025-09-30
1401,217,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,7890,Completed,437,2025-06-05
1402,498,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,7625,Completed,631,2025-09-06
1403,188,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,9439,Open,663,2025-11-15
1404,151,Need Security Guard,Looking for an experienced security guard to provide security services.,2822,Assigned,705,2025-01-19
1405,121,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,6107,Completed,472,2025-03-29
1406,290,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,7326,Open,132,2025-02-15
1407,266,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,4869,Completed,716,2025-08-29
1408,267,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,9419,Completed,416,2025-11-05
1409,184,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,3897,Completed,214,2025-05-28
1410,250,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,2160,Assigned,626,2025-06-11
1411,66,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,8057,Open,32,2025-03-05
1412,348,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,6361,Open,765,2025-02-20
1413,112,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,8427,Assigned,369,2025-06-05
1414,460,Need Brick Work,Looking for an experienced brick work to provide construction services.,4555,Assigned,126,2025-07-07
1415,166,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,8957,Assigned,31,2025-08-17
1416,461,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,6529,Open,150,2025-08-30
1417,285,Need Tailor,Looking for an experienced tailor to provide tailoring services.,5892,Completed,354,2025-08-06
1418,401,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,2528,Open,780,2025-12-16
1419,317,Need Driver,Looking for an experienced driver to provide driving services.,3248,Assigned,463,2025-03-05
1420,293,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,2305,Completed,375,2025-02-05
1421,478,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,2423,Open,700,2025-10-21
1422,416,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,1893,Assigned,681,2025-10-21
1423,131,Need Plumber,Looking for an experienced plumber to provide plumbing services.,6401,Completed,752,2025-11-14
1424,52,Need Plumber,Looking for an experienced plumber to provide plumbing services.,3424,Open,501,2025-06-19
1425,88,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,8429,Assigned,211,2025-07-08
1426,392,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,3231,Open,399,2025-05-02
1427,490,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,3845,Assigned,474,2025-09-08
1428,435,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,1159,Assigned,783,2025-10-17
1429,86,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,693,Open,199,2025-08-26
1430,241,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,609,Completed,718,2025-04-28
1431,459,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,1907,Open,321,2025-01-19
1432,494,Need Electrician,Looking for an experienced electrician to provide electrical services.,4121,Completed,420,2025-10-31
1433,355,Need Brick Work,Looking for an experienced brick work to provide construction services.,1697,Completed,445,2025-11-04
1434,108,Need Driver,Looking for an experienced driver to provide driving services.,7327,Assigned,519,2025-02-22
1435,47,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,5769,Completed,469,2025-08-20
1436,380,Need Plumber,Looking for an experienced plumber to provide plumbing services.,2598,Assigned,446,2025-03-27
1437,375,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,6974,Open,30,2025-05-21
1438,120,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,2753,Open,201,2025-09-08
1439,15,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,3127,Open,731,2025-03-10
1440,372,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,2894,Open,39,2025-07-27
1441,262,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,836,Assigned,572,2025-08-31
1442,211,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,6245,Open,371,2025-11-26
1443,400,Need Mason,Looking for an experienced mason to provide construction services.,5427,Assigned,80,2025-07-21
